Vehicle_Model,Engine_Displacement_L,Engine_Cylinders,Transmission_Type,Drive,Fuel,Cert_Region,Veh_Class,Air_Pollution_Score,City_Mpg,Hwy_Mpg,Combined_Mpg,Greenhouse_Gas_Score,Smartway,Combined_Co2
BMW 640i Gran Coupe,3.0,6,SemiAuto-8,2WD,Gasoline,FA,small car,3.0,20,29,23,5,No,378
BMW 640i Gran Coupe,3.0,6,SemiAuto-8,4WD,Gasoline,CA,small car,3.0,19,28,22,4,No,396
BMW 640i Gran Coupe,3.0,6,SemiAuto-8,4WD,Gasoline,FA,small car,3.0,19,28,22,4,No,396
BMW 640i Gran Turismo,3.0,6,SemiAuto-8,4WD,Gasoline,CA,large car,5.0,20,28,23,5,No,388
BMW 640i Gran Turismo,3.0,6,SemiAuto-8,4WD,Gasoline,FA,large car,5.0,20,28,23,5,No,388
BMW 650i Convertible,4.4,8,SemiAuto-8,2WD,Gasoline,CA,small car,3.0,17,25,20,4,No,449
BMW 650i Convertible,4.4,8,SemiAuto-8,2WD,Gasoline,FA,small car,3.0,17,25,20,4,No,449
BMW 650i Convertible,4.4,8,SemiAuto-8,4WD,Gasoline,CA,small car,3.0,16,25,19,3,No,463
BMW 650i Convertible,4.4,8,SemiAuto-8,4WD,Gasoline,FA,small car,3.0,16,25,19,3,No,463
BMW 650i Gran Coupe,4.4,8,SemiAuto-8,2WD,Gasoline,CA,small car,3.0,17,25,20,4,No,449
BMW 650i Gran Coupe,4.4,8,SemiAuto-8,2WD,Gasoline,FA,small car,3.0,17,25,20,4,No,449
BMW 650i Gran Coupe,4.4,8,SemiAuto-8,4WD,Gasoline,CA,small car,3.0,16,25,19,3,No,463
BMW 650i Gran Coupe,4.4,8,SemiAuto-8,4WD,Gasoline,FA,small car,3.0,16,25,19,3,No,463
BMW 740i,3.0,6,SemiAuto-8,2WD,Gasoline,CA,large car,3.0,21,29,24,5,No,372
BMW 740i,3.0,6,SemiAuto-8,2WD,Gasoline,FA,large car,3.0,21,29,24,5,No,372
BMW 740i,3.0,6,SemiAuto-8,4WD,Gasoline,CA,large car,3.0,20,29,23,5,No,382
BMW 740i,3.0,6,SemiAuto-8,4WD,Gasoline,FA,large car,3.0,20,29,23,5,No,382
BMW 750i,4.4,8,SemiAuto-8,2WD,Gasoline,CA,large car,3.0,17,25,20,4,No,449
BMW 750i,4.4,8,SemiAuto-8,2WD,Gasoline,FA,large car,3.0,17,25,20,4,No,449
BMW 750i,4.4,8,SemiAuto-8,4WD,Gasoline,CA,large car,3.0,16,25,19,3,No,463
BMW 750i,4.4,8,SemiAuto-8,4WD,Gasoline,FA,large car,3.0,16,25,19,3,No,463
BMW Alpina B6 Gran Coupe,4.4,8,SemiAuto-8,4WD,Gasoline,CA,small car,3.0,16,25,19,3,No,463
BMW Alpina B6 Gran Coupe,4.4,8,SemiAuto-8,4WD,Gasoline,FA,small car,3.0,16,25,19,3,No,463
BMW Alpina B7,4.4,8,SemiAuto-8,4WD,Gasoline,CA,large car,3.0,16,25,19,3,No,463
BMW Alpina B7,4.4,8,SemiAuto-8,4WD,Gasoline,FA,large car,3.0,16,25,19,3,No,463
BMW M2,3.0,6,AMS-7,2WD,Gasoline,CA,small car,3.0,20,26,22,4,No,395
BMW M2,3.0,6,AMS-7,2WD,Gasoline,FA,small car,3.0,20,26,22,4,No,395
BMW M2,3.0,6,Man-6,2WD,Gasoline,CA,small car,3.0,18,26,21,4,No,430
BMW M2,3.0,6,Man-6,2WD,Gasoline,FA,small car,3.0,18,26,21,4,No,430
BMW M240i Convertible,3.0,6,Man-6,2WD,Gasoline,CA,small car,3.0,18,27,22,4,No,411
BMW M240i Convertible,3.0,6,Man-6,2WD,Gasoline,FA,small car,3.0,18,27,22,4,No,411
BMW M240i Convertible,3.0,6,SemiAuto-8,2WD,Gasoline,CA,small car,3.0,21,30,24,5,No,362
BMW M240i Convertible,3.0,6,SemiAuto-8,2WD,Gasoline,FA,small car,3.0,21,30,24,5,No,362
BMW M240i Convertible,3.0,6,SemiAuto-8,4WD,Gasoline,CA,small car,3.0,21,30,24,5,No,365
BMW M240i Convertible,3.0,6,SemiAuto-8,4WD,Gasoline,FA,small car,3.0,21,30,24,5,No,365
BMW M240i Coupe,3.0,6,Man-6,2WD,Gasoline,CA,small car,3.0,19,28,22,4,No,401
BMW M240i Coupe,3.0,6,Man-6,2WD,Gasoline,FA,small car,3.0,19,28,22,4,No,401
BMW M240i Coupe,3.0,6,SemiAuto-8,2WD,Gasoline,CA,small car,3.0,21,30,24,5,No,362
BMW M240i Coupe,3.0,6,SemiAuto-8,2WD,Gasoline,FA,small car,3.0,21,30,24,5,No,362
BMW M240i Coupe,3.0,6,SemiAuto-8,4WD,Gasoline,CA,small car,3.0,21,30,24,5,No,365
BMW M240i Coupe,3.0,6,SemiAuto-8,4WD,Gasoline,FA,small car,3.0,21,30,24,5,No,365
BMW M3,3.0,6,AMS-7,2WD,Gasoline,CA,small car,3.0,17,24,20,4,No,450
BMW M3,3.0,6,AMS-7,2WD,Gasoline,FA,small car,3.0,17,24,20,4,No,450
BMW M3,3.0,6,Man-6,2WD,Gasoline,CA,small car,3.0,17,25,20,4,No,439
BMW M3,3.0,6,Man-6,2WD,Gasoline,FA,small car,3.0,17,25,20,4,No,439
BMW M3 CS,3.0,6,AMS-7,2WD,Gasoline,CA,small car,3.0,16,22,19,3,No,481
BMW M3 CS,3.0,6,AMS-7,2WD,Gasoline,FA,small car,3.0,16,22,19,3,No,481
BMW M4 Convertible,3.0,6,AMS-7,2WD,Gasoline,CA,small car,3.0,16,22,19,3,No,481
BMW M4 Convertible,3.0,6,AMS-7,2WD,Gasoline,FA,small car,3.0,16,22,19,3,No,481
BMW M4 Convertible,3.0,6,Man-6,2WD,Gasoline,CA,small car,3.0,17,25,20,4,No,450
BMW M4 Convertible,3.0,6,Man-6,2WD,Gasoline,FA,small car,3.0,17,25,20,4,No,450
BMW M4 Coupe,3.0,6,AMS-7,2WD,Gasoline,CA,small car,3.0,17,24,20,4,No,450
BMW M4 Coupe,3.0,6,AMS-7,2WD,Gasoline,FA,small car,3.0,17,24,20,4,No,450
BMW M4 Coupe,3.0,6,Man-6,2WD,Gasoline,CA,small car,3.0,17,25,20,4,No,439
BMW M4 Coupe,3.0,6,Man-6,2WD,Gasoline,FA,small car,3.0,17,25,20,4,No,439
BMW M4 DTM Champions Edition,3.0,6,AMS-7,2WD,Gasoline,CA,small car,3.0,17,24,20,4,No,450
BMW M4 DTM Champions Edition,3.0,6,AMS-7,2WD,Gasoline,FA,small car,3.0,17,24,20,4,No,450
BMW M5,4.4,8,SemiAuto-8,4WD,Gasoline,CA,midsize car,3.0,15,21,17,3,No,521
BMW M5,4.4,8,SemiAuto-8,4WD,Gasoline,FA,midsize car,3.0,15,21,17,3,No,521
BMW M550i,4.4,8,SemiAuto-8,4WD,Gasoline,CA,midsize car,3.0,16,25,19,3,No,454
BMW M550i,4.4,8,SemiAuto-8,4WD,Gasoline,FA,midsize car,3.0,16,25,19,3,No,454
BMW M6 Convertible,4.4,8,AMS-7,2WD,Gasoline,CA,small car,1.0,14,20,16,2,No,553
BMW M6 Convertible,4.4,8,AMS-7,2WD,Gasoline,FA,small car,1.0,14,20,16,2,No,553
BMW M6 Convertible,4.4,8,Man-6,2WD,Gasoline,CA,small car,1.0,15,22,17,3,No,522
BMW M6 Convertible,4.4,8,Man-6,2WD,Gasoline,FA,small car,1.0,15,22,17,3,No,522
BMW M6 Gran Coupe,4.4,8,AMS-7,2WD,Gasoline,CA,small car,1.0,14,20,16,2,No,553
BMW M6 Gran Coupe,4.4,8,AMS-7,2WD,Gasoline,FA,small car,1.0,14,20,16,2,No,553
BMW M6 Gran Coupe,4.4,8,Man-6,2WD,Gasoline,CA,small car,1.0,15,22,17,3,No,522
BMW M6 Gran Coupe,4.4,8,Man-6,2WD,Gasoline,FA,small car,1.0,15,22,17,3,No,522
BMW M760i xDrive,6.6,12,SemiAuto-8,4WD,Gasoline,CA,large car,3.0,13,20,16,2,No,571
BMW M760i xDrive,6.6,12,SemiAuto-8,4WD,Gasoline,FA,large car,3.0,13,20,16,2,No,571
BMW X1 sDrive28i,2.0,4,SemiAuto-8,2WD,Gasoline,CA,large car,7.0,23,32,26,5,No,337
BMW X1 sDrive28i,2.0,4,SemiAuto-8,2WD,Gasoline,FA,large car,7.0,23,32,26,5,No,337
BMW X1 xDrive28i,2.0,4,SemiAuto-8,4WD,Gasoline,CA,large car,7.0,22,31,25,5,No,349
BMW X1 xDrive28i,2.0,4,SemiAuto-8,4WD,Gasoline,FA,large car,7.0,22,31,25,5,No,349
BMW X2 sDrive28i,2.0,4,SemiAuto-8,2WD,Gasoline,CA,midsize car,7.0,23,32,26,5,No,341
BMW X2 sDrive28i,2.0,4,SemiAuto-8,2WD,Gasoline,FA,midsize car,7.0,23,32,26,5,No,341
BMW X2 xDrive28i,2.0,4,SemiAuto-8,4WD,Gasoline,CA,midsize car,7.0,21,31,25,5,No,357
BMW X2 xDrive28i,2.0,4,SemiAuto-8,4WD,Gasoline,FA,midsize car,7.0,21,31,25,5,No,357
BMW X3 M40i,3.0,6,SemiAuto-8,4WD,Gasoline,CA,small SUV,5.0,20,27,23,5,No,388
BMW X3 M40i,3.0,6,SemiAuto-8,4WD,Gasoline,FA,small SUV,5.0,20,27,23,5,No,388
BMW X3 xDrive30i,2.0,4,SemiAuto-8,4WD,Gasoline,CA,small SUV,7.0,22,29,25,5,No,359
BMW X3 xDrive30i,2.0,4,SemiAuto-8,4WD,Gasoline,FA,small SUV,7.0,22,29,25,5,No,359
BMW X4 M40i,3.0,6,SemiAuto-8,4WD,Gasoline,FA,small SUV,3.0,18,25,21,4,No,429
BMW X4 M40i,3.0,6,SemiAuto-8,4WD,Gasoline,CA,small SUV,3.0,18,25,21,4,No,429
BMW X4 xDrive28i,2.0,4,SemiAuto-8,4WD,Gasoline,FA,small SUV,3.0,20,28,23,5,No,384
BMW X4 xDrive28i,2.0,4,SemiAuto-8,4WD,Gasoline,CA,small SUV,3.0,20,28,23,5,No,384
BMW X5 M,4.4,8,SemiAuto-8,4WD,Gasoline,FA,standard SUV,3.0,14,19,16,2,No,549
BMW X5 M,4.4,8,SemiAuto-8,4WD,Gasoline,CA,standard SUV,3.0,14,19,16,2,No,549
BMW X5 sDrive35i,3.0,6,SemiAuto-8,2WD,Gasoline,CA,standard SUV,3.0,18,25,21,4,No,426
BMW X5 sDrive35i,3.0,6,SemiAuto-8,2WD,Gasoline,FA,standard SUV,3.0,18,25,21,4,No,426
BMW X5 xDrive35d,3.0,6,SemiAuto-8,4WD,Diesel,FA,standard SUV,3.0,23,29,25,4,No,401
BMW X5 xDrive35d,3.0,6,SemiAuto-8,4WD,Diesel,CA,standard SUV,3.0,23,29,25,4,No,401
BMW X5 xDrive35i,3.0,6,SemiAuto-8,4WD,Gasoline,CA,standard SUV,3.0,18,24,20,4,No,434
BMW X5 xDrive35i,3.0,6,SemiAuto-8,4WD,Gasoline,FA,standard SUV,3.0,18,24,20,4,No,434
BMW X5 xDrive50i,4.4,8,SemiAuto-8,4WD,Gasoline,CA,standard SUV,3.0,15,21,17,3,No,517
BMW X5 xDrive50i,4.4,8,SemiAuto-8,4WD,Gasoline,FA,standard SUV,3.0,15,21,17,3,No,517
BMW X6 M,4.4,8,SemiAuto-8,4WD,Gasoline,FA,standard SUV,3.0,14,19,16,2,No,549
BMW X6 M,4.4,8,SemiAuto-8,4WD,Gasoline,CA,standard SUV,3.0,14,19,16,2,No,549
BMW X6 sDrive35i,3.0,6,SemiAuto-8,2WD,Gasoline,CA,standard SUV,3.0,18,25,21,4,No,426
BMW X6 sDrive35i,3.0,6,SemiAuto-8,2WD,Gasoline,FA,standard SUV,3.0,18,25,21,4,No,426
BMW X6 xDrive35i,3.0,6,SemiAuto-8,4WD,Gasoline,CA,standard SUV,3.0,18,24,20,4,No,434
BMW X6 xDrive35i,3.0,6,SemiAuto-8,4WD,Gasoline,FA,standard SUV,3.0,18,24,20,4,No,434
BMW X6 xDrive50i,4.4,8,SemiAuto-8,4WD,Gasoline,CA,standard SUV,3.0,15,21,17,3,No,517
BMW X6 xDrive50i,4.4,8,SemiAuto-8,4WD,Gasoline,FA,standard SUV,3.0,15,21,17,3,No,517
BUICK Cascada,1.6,4,SemiAuto-6,2WD,Gasoline,CA,small car,5.0,21,29,24,5,No,373
BUICK Cascada,1.6,4,SemiAuto-6,2WD,Gasoline,FA,small car,5.0,21,29,24,5,No,373
BUICK Enclave,3.6,6,Auto-9,2WD,Gasoline,CA,standard SUV,5.0,18,26,21,4,No,416
BUICK Enclave,3.6,6,Auto-9,2WD,Gasoline,FA,standard SUV,5.0,18,26,21,4,No,416
BUICK Enclave,3.6,6,Auto-9,4WD,Gasoline,CA,standard SUV,5.0,17,25,20,4,No,446
BUICK Enclave,3.6,6,Auto-9,4WD,Gasoline,FA,standard SUV,5.0,17,25,20,4,No,446
BUICK Encore,1.4,4,SemiAuto-6,2WD,Gasoline,CA,small SUV,3.0,27,33,30,7,Yes,298
BUICK Encore,1.4,4,SemiAuto-6,2WD,Gasoline,FA,small SUV,3.0,27,33,30,7,Yes,298
BUICK Encore,1.4,4,SemiAuto-6,2WD,Gasoline,CA,small SUV,3.0,25,33,28,6,No,313
BUICK Encore,1.4,4,SemiAuto-6,2WD,Gasoline,FA,small SUV,3.0,25,33,28,6,No,313
BUICK Encore,1.4,4,SemiAuto-6,4WD,Gasoline,CA,small SUV,3.0,26,31,28,6,No,319
BUICK Encore,1.4,4,SemiAuto-6,4WD,Gasoline,FA,small SUV,3.0,26,31,28,6,No,319
BUICK Encore,1.4,4,SemiAuto-6,4WD,Gasoline,CA,small SUV,3.0,24,30,27,6,No,335
BUICK Encore,1.4,4,SemiAuto-6,4WD,Gasoline,FA,small SUV,3.0,24,30,27,6,No,335
BUICK Envision,2.0,4,Auto-6,4WD,Gasoline,CA,small SUV,3.0,20,26,22,4,No,400
BUICK Envision,2.0,4,Auto-6,4WD,Gasoline,FA,small SUV,3.0,20,26,22,4,No,400
BUICK Envision,2.5,4,Auto-6,2WD,Gasoline,CA,small SUV,5.0,22,29,25,5,No,359
BUICK Envision,2.5,4,Auto-6,2WD,Gasoline,FA,small SUV,5.0,22,29,25,5,No,359
BUICK Envision,2.5,4,Auto-6,4WD,Gasoline,CA,small SUV,5.0,21,27,24,5,No,377
BUICK Envision,2.5,4,Auto-6,4WD,Gasoline,FA,small SUV,5.0,21,27,24,5,No,377
BUICK Lacrosse,2.5,4,Auto-6,2WD,Gasoline,CA,midsize car,5.0,25,35,29,6,No,306
BUICK Lacrosse,2.5,4,Auto-6,2WD,Gasoline,FA,midsize car,5.0,25,35,29,6,No,306
BUICK Lacrosse,3.6,6,SemiAuto-9,2WD,Gasoline,CA,midsize car,5.0,21,30,24,5,No,367
BUICK Lacrosse,3.6,6,SemiAuto-9,2WD,Gasoline,FA,midsize car,5.0,21,30,24,5,No,367
BUICK Lacrosse,3.6,6,SemiAuto-9,4WD,Gasoline,CA,midsize car,5.0,20,29,23,5,No,386
BUICK Lacrosse,3.6,6,SemiAuto-9,4WD,Gasoline,FA,midsize car,5.0,20,29,23,5,No,386
BUICK Regal,2.0,4,SemiAuto-8,4WD,Gasoline,CA,large car,5.0,21,29,24,5,No,366
BUICK Regal,2.0,4,SemiAuto-8,4WD,Gasoline,FA,large car,5.0,21,29,24,5,No,366
BUICK Regal,2.0,4,SemiAuto-9,2WD,Gasoline,CA,large car,5.0,22,32,26,5,No,344
BUICK Regal,2.0,4,SemiAuto-9,2WD,Gasoline,FA,large car,5.0,22,32,26,5,No,344
BUICK Regal,3.6,6,SemiAuto-9,4WD,Gasoline,CA,large car,5.0,19,27,22,4,No,403
BUICK Regal,3.6,6,SemiAuto-9,4WD,Gasoline,FA,large car,5.0,19,27,22,4,No,403
BUICK Regal TourX,2.0,4,SemiAuto-8,4WD,Gasoline,CA,station wagon,5.0,21,29,24,5,No,366
BUICK Regal TourX,2.0,4,SemiAuto-8,4WD,Gasoline,FA,station wagon,5.0,21,29,24,5,No,366
CADILLAC ATS,2.0,4,Man-6,2WD,Gasoline,CA,small car,5.0,20,29,23,5,No,388
CADILLAC ATS,2.0,4,Man-6,2WD,Gasoline,FA,small car,5.0,20,29,23,5,No,388
CADILLAC ATS,2.0,4,SemiAuto-8,2WD,Gasoline,CA,small car,5.0,22,31,25,5,No,348
CADILLAC ATS,2.0,4,SemiAuto-8,2WD,Gasoline,FA,small car,5.0,22,31,25,5,No,348
CADILLAC ATS,2.0,4,SemiAuto-8,4WD,Gasoline,CA,small car,5.0,22,30,25,5,No,358
CADILLAC ATS,2.0,4,SemiAuto-8,4WD,Gasoline,FA,small car,5.0,22,30,25,5,No,358
CADILLAC ATS,3.6,6,SemiAuto-8,2WD,Gasoline,CA,small car,5.0,20,30,24,5,No,376
CADILLAC ATS,3.6,6,SemiAuto-8,2WD,Gasoline,FA,small car,5.0,20,30,24,5,No,376
CADILLAC ATS,3.6,6,SemiAuto-8,4WD,Gasoline,CA,small car,5.0,19,27,22,4,No,398
CADILLAC ATS,3.6,6,SemiAuto-8,4WD,Gasoline,FA,small car,5.0,19,27,22,4,No,398
CADILLAC ATS-V,3.6,6,Man-6,2WD,Gasoline,CA,small car,3.0,16,23,19,3,No,474
CADILLAC ATS-V,3.6,6,Man-6,2WD,Gasoline,FA,small car,3.0,16,23,19,3,No,474
CADILLAC ATS-V,3.6,6,SemiAuto-8,2WD,Gasoline,CA,small car,3.0,17,25,20,4,No,469
CADILLAC ATS-V,3.6,6,SemiAuto-8,2WD,Gasoline,FA,small car,3.0,17,25,20,4,No,469
CADILLAC CT6,2.0,4,SemiAuto-8,2WD,Gasoline,CA,large car,5.0,22,30,25,5,No,360
CADILLAC CT6,2.0,4,SemiAuto-8,2WD,Gasoline,FA,large car,5.0,22,30,25,5,No,360
CADILLAC CT6,3.0,6,SemiAuto-8,4WD,Gasoline,CA,large car,3.0,18,26,21,4,No,424
CADILLAC CT6,3.0,6,SemiAuto-8,4WD,Gasoline,FA,large car,3.0,18,26,21,4,No,424
CADILLAC CT6,3.6,6,SemiAuto-8,4WD,Gasoline,CA,large car,5.0,18,27,21,4,No,416
CADILLAC CT6,3.6,6,SemiAuto-8,4WD,Gasoline,FA,large car,5.0,18,27,21,4,No,416
CADILLAC CTS,2.0,4,SemiAuto-8,2WD,Gasoline,CA,midsize car,5.0,22,30,25,5,No,360
CADILLAC CTS,2.0,4,SemiAuto-8,2WD,Gasoline,FA,midsize car,5.0,22,30,25,5,No,360
CADILLAC CTS,2.0,4,SemiAuto-8,4WD,Gasoline,CA,midsize car,5.0,21,29,24,5,No,368
CADILLAC CTS,2.0,4,SemiAuto-8,4WD,Gasoline,FA,midsize car,5.0,21,29,24,5,No,368
CADILLAC CTS,3.6,6,SemiAuto-8,2WD,Gasoline,CA,midsize car,3.0,16,24,19,3,No,488
CADILLAC CTS,3.6,6,SemiAuto-8,2WD,Gasoline,FA,midsize car,3.0,16,24,19,3,No,488
CADILLAC CTS,3.6,6,SemiAuto-8,2WD,Gasoline,CA,midsize car,5.0,20,30,24,5,No,376
CADILLAC CTS,3.6,6,SemiAuto-8,2WD,Gasoline,FA,midsize car,5.0,20,30,24,5,No,376
CADILLAC CTS,3.6,6,SemiAuto-8,4WD,Gasoline,CA,midsize car,5.0,19,27,22,4,No,398
CADILLAC CTS,3.6,6,SemiAuto-8,4WD,Gasoline,FA,midsize car,5.0,19,27,22,4,No,398
CADILLAC CTS-V,6.2,8,SemiAuto-8,2WD,Gasoline,CA,midsize car,1.0,14,21,17,3,No,530
CADILLAC CTS-V,6.2,8,SemiAuto-8,2WD,Gasoline,FA,midsize car,1.0,14,21,17,3,No,530
CADILLAC Escalade,6.2,8,Auto-10,2WD,Gasoline,CA,standard SUV,3.0,14,23,17,3,No,517
CADILLAC Escalade,6.2,8,Auto-10,2WD,Gasoline,FA,standard SUV,3.0,14,23,17,3,No,517
CADILLAC Escalade,6.2,8,Auto-10,4WD,Gasoline,CA,standard SUV,3.0,14,21,17,3,No,533
CADILLAC Escalade,6.2,8,Auto-10,4WD,Gasoline,FA,standard SUV,3.0,14,21,17,3,No,533
CADILLAC XT5,3.6,6,SemiAuto-8,2WD,Gasoline,CA,small SUV,5.0,19,26,22,4,No,405
CADILLAC XT5,3.6,6,SemiAuto-8,2WD,Gasoline,FA,small SUV,5.0,19,26,22,4,No,405
CADILLAC XT5,3.6,6,SemiAuto-8,4WD,Gasoline,CA,small SUV,5.0,18,25,21,4,No,423
CADILLAC XT5,3.6,6,SemiAuto-8,4WD,Gasoline,FA,small SUV,5.0,18,25,21,4,No,423
CADILLAC XTS,3.6,6,SemiAuto-6,2WD,Gasoline,CA,large car,7.0,19,28,22,4,No,404
CADILLAC XTS,3.6,6,SemiAuto-6,2WD,Gasoline,FA,large car,7.0,19,28,22,4,No,404
CADILLAC XTS,3.6,6,SemiAuto-6,2WD,Gasoline,CA,large car,5.0,19,28,22,4,No,404
CADILLAC XTS,3.6,6,SemiAuto-6,2WD,Gasoline,FA,large car,5.0,19,28,22,4,No,404
CADILLAC XTS,3.6,6,SemiAuto-6,4WD,Gasoline,CA,large car,3.0,16,23,18,3,No,486
CADILLAC XTS,3.6,6,SemiAuto-6,4WD,Gasoline,FA,large car,3.0,16,23,18,3,No,486
CADILLAC XTS,3.6,6,SemiAuto-6,4WD,Gasoline,CA,large car,5.0,17,26,20,4,No,444
CADILLAC XTS,3.6,6,SemiAuto-6,4WD,Gasoline,FA,large car,5.0,17,26,20,4,No,444
CADILLAC XTS Limo,3.6,6,SemiAuto-6,2WD,Gasoline,CA,special purpose,3.0,15,21,17,3,No,525
CADILLAC XTS Limo,3.6,6,SemiAuto-6,2WD,Gasoline,FA,special purpose,3.0,15,21,17,3,No,525
CHEVROLET Camaro,2.0,4,Man-6,2WD,Gasoline,CA,small car,5.0,20,30,23,5,No,379
CHEVROLET Camaro,2.0,4,Man-6,2WD,Gasoline,FA,small car,5.0,20,30,23,5,No,379
CHEVROLET Camaro,2.0,4,SemiAuto-8,2WD,Gasoline,CA,small car,5.0,22,31,25,5,No,354
CHEVROLET Camaro,2.0,4,SemiAuto-8,2WD,Gasoline,FA,small car,5.0,22,31,25,5,No,354
CHEVROLET Camaro,3.6,6,Man-6,2WD,Gasoline,CA,small car,5.0,16,28,20,4,No,437
CHEVROLET Camaro,3.6,6,Man-6,2WD,Gasoline,FA,small car,5.0,16,28,20,4,No,437
CHEVROLET Camaro,3.6,6,SemiAuto-8,2WD,Gasoline,CA,small car,5.0,19,29,23,5,No,396
CHEVROLET Camaro,3.6,6,SemiAuto-8,2WD,Gasoline,FA,small car,5.0,19,29,23,5,No,396
CHEVROLET Camaro,6.2,8,Man-6,2WD,Gasoline,CA,small car,1.0,14,20,16,2,No,559
CHEVROLET Camaro,6.2,8,Man-6,2WD,Gasoline,FA,small car,1.0,14,20,16,2,No,559
CHEVROLET Camaro,6.2,8,Man-6,2WD,Gasoline,CA,small car,1.0,16,25,19,3,No,457
CHEVROLET Camaro,6.2,8,Man-6,2WD,Gasoline,FA,small car,1.0,16,25,19,3,No,457
CHEVROLET Camaro,6.2,8,SemiAuto-10,2WD,Gasoline,CA,small car,1.0,13,21,15,2,No,582
CHEVROLET Camaro,6.2,8,SemiAuto-10,2WD,Gasoline,FA,small car,1.0,13,21,15,2,No,582
CHEVROLET Camaro,6.2,8,SemiAuto-8,2WD,Gasoline,CA,small car,1.0,17,27,20,4,No,442
CHEVROLET Camaro,6.2,8,SemiAuto-8,2WD,Gasoline,FA,small car,1.0,17,27,20,4,No,442
CHEVROLET City Express,2.0,4,CVT,2WD,Gasoline,FA,special purpose,3.0,24,26,25,5,No,356
CHEVROLET City Express,2.0,4,CVT,2WD,Gasoline,CA,special purpose,3.0,24,26,25,5,No,356
CHEVROLET Colorado,2.5,4,Auto-6,2WD,Gasoline,CA,pickup,5.0,20,26,22,4,No,406
CHEVROLET Colorado,2.5,4,Auto-6,2WD,Gasoline,FA,pickup,5.0,20,26,22,4,No,406
CHEVROLET Colorado,2.5,4,Auto-6,4WD,Gasoline,CA,pickup,5.0,19,24,21,4,No,429
CHEVROLET Colorado,2.5,4,Auto-6,4WD,Gasoline,FA,pickup,5.0,19,24,21,4,No,429
CHEVROLET Colorado,2.5,4,Man-6,2WD,Gasoline,CA,pickup,5.0,20,26,22,4,No,403
CHEVROLET Colorado,2.5,4,Man-6,2WD,Gasoline,FA,pickup,5.0,20,26,22,4,No,403
CHEVROLET Colorado,2.8,4,Auto-6,2WD,Diesel,CA,pickup,3.0,22,30,25,4,No,413
CHEVROLET Colorado,2.8,4,Auto-6,2WD,Diesel,FA,pickup,3.0,22,30,25,4,No,413
CHEVROLET Colorado,2.8,4,Auto-6,4WD,Diesel,CA,pickup,3.0,20,28,23,4,No,450
CHEVROLET Colorado,2.8,4,Auto-6,4WD,Diesel,FA,pickup,3.0,20,28,23,4,No,450
CHEVROLET Colorado,3.6,6,Auto-8,2WD,Gasoline,CA,pickup,5.0,18,25,20,4,No,440
CHEVROLET Colorado,3.6,6,Auto-8,2WD,Gasoline,FA,pickup,5.0,18,25,20,4,No,440
CHEVROLET Colorado,3.6,6,Auto-8,2WD,Gasoline,CA,special purpose,5.0,15,15,15,2,No,589
CHEVROLET Colorado,3.6,6,Auto-8,2WD,Gasoline,FA,special purpose,5.0,15,15,15,2,No,589
CHEVROLET Colorado,3.6,6,Auto-8,4WD,Gasoline,CA,pickup,5.0,17,24,19,3,No,463
CHEVROLET Colorado,3.6,6,Auto-8,4WD,Gasoline,FA,pickup,5.0,17,24,19,3,No,463
CHEVROLET Colorado ZR2,2.8,4,Auto-6,4WD,Diesel,CA,pickup,3.0,19,22,20,3,No,506
CHEVROLET Colorado ZR2,2.8,4,Auto-6,4WD,Diesel,FA,pickup,3.0,19,22,20,3,No,506
CHEVROLET Colorado ZR2,3.6,6,Auto-8,4WD,Gasoline,CA,pickup,5.0,16,18,17,3,No,532
CHEVROLET Colorado ZR2,3.6,6,Auto-8,4WD,Gasoline,FA,pickup,5.0,16,18,17,3,No,532
CHEVROLET Corvette,6.2,8,Man-7,2WD,Gasoline,CA,small car,1.0,15,22,18,3,No,503
CHEVROLET Corvette,6.2,8,Man-7,2WD,Gasoline,CA,small car,1.0,16,25,19,3,No,466
CHEVROLET Corvette,6.2,8,Man-7,2WD,Gasoline,FA,small car,1.0,15,22,18,3,No,503
CHEVROLET Corvette,6.2,8,Man-7,2WD,Gasoline,FA,small car,1.0,16,25,19,3,No,466
CHEVROLET Corvette,6.2,8,SemiAuto-8,2WD,Gasoline,CA,small car,1.0,13,23,16,2,No,541
CHEVROLET Corvette,6.2,8,SemiAuto-8,2WD,Gasoline,CA,small car,1.0,15,25,18,3,No,487
CHEVROLET Corvette,6.2,8,SemiAuto-8,2WD,Gasoline,FA,small car,1.0,13,23,16,2,No,541
CHEVROLET Corvette,6.2,8,SemiAuto-8,2WD,Gasoline,FA,small car,1.0,15,25,18,3,No,487
CHEVROLET Cruze,1.4,4,Man-6,2WD,Gasoline,CA,small car,6.0,27,40,32,7,Yes,277
CHEVROLET Cruze,1.4,4,Man-6,2WD,Gasoline,FA,small car,6.0,27,40,32,7,Yes,277
CHEVROLET Cruze,1.4,4,SemiAuto-6,2WD,Gasoline,CA,small car,6.0,29,40,33,8,Yes,267
CHEVROLET Cruze,1.4,4,SemiAuto-6,2WD,Gasoline,FA,small car,6.0,29,40,33,8,Yes,267
CHEVROLET Cruze,1.6,4,Auto-9,2WD,Diesel,CA,small car,3.0,31,47,37,7,Yes,276
CHEVROLET Cruze,1.6,4,Auto-9,2WD,Diesel,FA,small car,3.0,31,47,37,7,Yes,276
